,Date,Confirmed,Recovered,Deceased
0,14/03/2020,0,0,0
1,15/03/2020,0,0,0
2,16/03/2020,0,0,0
3,17/03/2020,0,0,0
4,18/03/2020,8,0,0
5,19/03/2020,0,0,0
6,20/03/2020,2,0,0
7,21/03/2020,3,0,0
8,22/03/2020,0,0,0
9,23/03/2020,0,0,0
10,24/03/2020,0,0,0
11,25/03/2020,0,0,0
12,26/03/2020,0,0,0
13,27/03/2020,0,3,0
14,28/03/2020,0,0,0
15,29/03/2020,0,0,0
16,30/03/2020,0,0,0
17,31/03/2020,0,0,0
18,01/04/2020,0,0,0
19,02/04/2020,0,0,0
20,03/04/2020,1,0,0
21,04/04/2020,0,0,0
22,05/04/2020,0,0,0
23,06/04/2020,0,7,0
24,07/04/2020,0,0,0
25,08/04/2020,0,0,0
26,09/04/2020,0,0,0
27,10/04/2020,1,1,0
28,11/04/2020,0,0,0
29,12/04/2020,0,0,0
30,13/04/2020,2,1,0
31,14/04/2020,0,0,0
32,15/04/2020,1,0,0
33,16/04/2020,0,2,0
34,17/04/2020,0,0,0
35,18/04/2020,0,0,0
36,19/04/2020,0,0,0
37,20/04/2020,0,0,0
38,21/04/2020,0,0,0
39,22/04/2020,0,0,0
40,23/04/2020,0,2,0
41,24/04/2020,0,0,0
42,25/04/2020,2,0,0
43,26/04/2020,0,0,0
44,27/04/2020,0,0,0
45,28/04/2020,2,0,0
46,29/04/2020,0,1,0
47,30/04/2020,0,0,0
48,01/05/2020,0,0,0
49,02/05/2020,1,0,0
50,03/05/2020,19,0,0
51,04/05/2020,0,0,0
52,05/05/2020,0,0,0
53,06/05/2020,0,0,0
54,07/05/2020,0,0,0
55,08/05/2020,0,1,0
56,09/05/2020,0,0,0
57,10/05/2020,0,3,0
58,11/05/2020,0,1,0
59,12/05/2020,0,0,0
60,13/05/2020,1,0,0
61,14/05/2020,0,0,0
62,15/05/2020,0,2,0
63,16/05/2020,0,0,0
64,17/05/2020,0,0,0
65,18/05/2020,0,19,0
66,19/05/2020,0,0,0
67,20/05/2020,1,0,0
68,21/05/2020,0,0,0
69,22/05/2020,2,0,0
70,23/05/2020,3,0,0
71,24/05/2020,3,0,0
72,25/05/2020,1,0,0
73,26/05/2020,0,0,0
74,27/05/2020,1,0,0
75,28/05/2020,20,0,0
76,29/05/2020,0,0,0
77,30/05/2020,3,0,0
78,31/05/2020,0,4,0
79,01/06/2020,0,0,0
80,02/06/2020,4,0,1
81,03/06/2020,9,1,0
82,04/06/2020,4,0,0
83,05/06/2020,3,0,0
84,06/06/2020,2,2,0
85,07/06/2020,4,0,0
86,08/06/2020,0,0,0
87,09/06/2020,5,0,0
88,10/06/2020,7,0,0
89,11/06/2020,20,4,0
90,12/06/2020,104,4,0
91,13/06/2020,198,10,0
92,14/06/2020,112,12,0
93,15/06/2020,6,2,0
94,16/06/2020,94,3,0
95,17/06/2020,38,7,0
96,18/06/2020,0,3,0
97,19/06/2020,57,0,0
98,20/06/2020,92,22,0
99,21/06/2020,1,17,0
100,22/06/2020,10,2,0
101,23/06/2020,85,12,0
102,24/06/2020,0,126,0
103,25/06/2020,9,84,0
104,26/06/2020,5,109,0
105,27/06/2020,14,87,0
106,28/06/2020,3,32,0
107,29/06/2020,1,30,0
108,30/06/2020,9,32,0
109,01/07/2020,17,46,0
110,02/07/2020,1,35,0
111,03/07/2020,11,47,0
112,04/07/2020,3,50,0
113,05/07/2020,0,0,0
114,06/07/2020,0,10,0
115,07/07/2020,36,24,0
116,08/07/2020,6,28,0
117,09/07/2020,8,27,0
118,10/07/2020,9,2,0
119,11/07/2020,13,11,0
120,12/07/2020,9,0,0
121,13/07/2020,7,18,0
122,14/07/2020,35,0,0
123,15/07/2020,14,18,0
124,16/07/2020,5,6,0
125,17/07/2020,4,3,1
126,18/07/2020,8,12,0
127,19/07/2020,19,18,0
128,20/07/2020,17,4,0
129,21/07/2020,3,3,0
130,22/07/2020,8,8,0
131,23/07/2020,4,7,0
132,24/07/2020,36,10,0
133,25/07/2020,30,22,1
134,26/07/2020,9,6,1
135,27/07/2020,21,3,0
136,28/07/2020,21,1,0
137,29/07/2020,20,13,2
138,30/07/2020,31,14,1
139,31/07/2020,26,1,0
140,01/08/2020,58,13,0
141,02/08/2020,4,0,0
142,03/08/2020,19,1,0
143,04/08/2020,49,18,0
144,05/08/2020,58,37,0
145,06/08/2020,3,13,0
146,07/08/2020,19,17,2
147,08/08/2020,25,20,0
148,09/08/2020,49,8,0
149,10/08/2020,29,15,0
150,11/08/2020,53,18,0
151,12/08/2020,41,19,0
152,13/08/2020,38,8,0
153,14/08/2020,30,21,0
154,15/08/2020,30,4,1
155,16/08/2020,39,49,4
156,17/08/2020,18,12,0
157,18/08/2020,44,27,3
158,19/08/2020,38,2,1
159,20/08/2020,29,39,0
160,21/08/2020,56,13,1
161,22/08/2020,77,20,2
162,23/08/2020,69,22,2
163,24/08/2020,51,26,0
164,25/08/2020,90,32,1
165,26/08/2020,31,31,1
166,27/08/2020,41,60,2
167,28/08/2020,48,74,1
168,29/08/2020,63,31,4
169,30/08/2020,35,12,2
170,31/08/2020,43,117,0
171,01/09/2020,52,104,1
172,02/09/2020,52,29,0
173,03/09/2020,55,32,0
174,04/09/2020,95,46,0
175,05/09/2020,61,42,0
176,06/09/2020,40,24,0
177,07/09/2020,28,60,0
178,08/09/2020,38,77,0
179,09/09/2020,40,41,0
180,10/09/2020,35,37,1
181,11/09/2020,51,21,2
182,12/09/2020,66,27,1
183,13/09/2020,51,22,1
184,14/09/2020,74,39,1
185,15/09/2020,80,42,3
186,16/09/2020,36,19,2
187,17/09/2020,41,22,1
188,18/09/2020,59,42,1
189,19/09/2020,73,66,1
190,20/09/2020,45,25,0
191,21/09/2020,79,44,1
192,22/09/2020,55,74,0
193,23/09/2020,46,35,1
194,24/09/2020,36,49,3
195,25/09/2020,56,78,2
196,26/09/2020,68,47,1
197,27/09/2020,10,14,1
198,28/09/2020,49,32,0
199,29/09/2020,43,43,0
200,30/09/2020,74,40,0
201,01/10/2020,91,85,3
202,02/10/2020,69,42,0
203,03/10/2020,48,41,0
204,04/10/2020,44,39,0
205,05/10/2020,120,60,0
206,06/10/2020,79,50,0
207,07/10/2020,82,47,2
208,08/10/2020,100,39,0
209,09/10/2020,85,336,0
210,10/10/2020,72,87,1
211,11/10/2020,22,64,0
212,12/10/2020,70,89,0
213,13/10/2020,87,79,0
214,14/10/2020,66,56,0
215,15/10/2020,89,49,1
216,16/10/2020,48,151,0
217,17/10/2020,93,74,1
218,18/10/2020,64,80,0
219,19/10/2020,49,86,0
220,20/10/2020,48,86,1
221,21/10/2020,86,78,1
222,22/10/2020,31,37,0
223,23/10/2020,28,82,0
224,24/10/2020,73,68,3
225,25/10/2020,20,74,0
226,26/10/2020,45,90,0
227,27/10/2020,46,46,2
228,28/10/2020,61,107,1
229,29/10/2020,54,69,0
230,30/10/2020,55,55,0
231,31/10/2020,76,46,1
232,01/11/2020,17,90,0
233,02/11/2020,70,42,1
234,03/11/2020,84,30,0
235,04/11/2020,112,71,3
236,05/11/2020,80,30,0
237,06/11/2020,85,52,1
238,07/11/2020,72,40,0
239,08/11/2020,19,66,4
240,09/11/2020,125,43,1
241,10/11/2020,129,55,0
242,11/11/2020,71,60,1
243,12/11/2020,77,33,3
244,13/11/2020,80,62,0
245,14/11/2020,65,76,0
246,15/11/2020,40,96,0
247,16/11/2020,97,71,4
248,17/11/2020,70,83,1
249,18/11/2020,60,66,0
250,19/11/2020,91,14,1
251,20/11/2020,73,124,1
252,21/11/2020,79,113,2
253,22/11/2020,73,55,2
254,23/11/2020,6,74,1
255,24/11/2020,83,84,4
256,25/11/2020,91,56,3
257,26/11/2020,109,29,5
258,27/11/2020,44,100,1
259,28/11/2020,56,73,2
260,29/11/2020,75,82,0
261,30/11/2020,12,80,1
262,01/12/2020,62,76,2
263,02/12/2020,146,77,0
264,03/12/2020,68,71,0
265,04/12/2020,41,37,1
266,05/12/2020,108,84,0
267,06/12/2020,53,81,0
268,07/12/2020,3,97,1
269,08/12/2020,73,42,1
270,09/12/2020,76,48,0
271,10/12/2020,26,70,0
272,11/12/2020,41,17,1
273,12/12/2020,26,60,0
274,13/12/2020,17,131,0
275,14/12/2020,11,46,0
276,15/12/2020,51,40,0
277,16/12/2020,21,110,0
278,17/12/2020,5,46,0
279,18/12/2020,9,32,1
280,19/12/2020,18,68,0
281,20/12/2020,9,78,0
282,21/12/2020,7,52,1
283,22/12/2020,10,49,0
284,23/12/2020,13,46,0
285,24/12/2020,32,22,1
286,25/12/2020,14,50,0
287,26/12/2020,39,31,0
288,27/12/2020,12,21,0
289,28/12/2020,5,16,0
290,29/12/2020,25,12,1
291,30/12/2020,11,32,0
292,31/12/2020,19,12,0
293,01/01/2021,59,9,0
294,02/01/2021,25,10,0
295,03/01/2021,6,10,0
296,04/01/2021,5,21,0
297,05/01/2021,16,22,0
298,06/01/2021,12,28,0
299,07/01/2021,11,15,0
300,08/01/2021,1,13,0
301,09/01/2021,7,7,0
302,10/01/2021,10,16,0
303,11/01/2021,3,17,0
304,12/01/2021,13,15,1
305,13/01/2021,5,49,0
306,14/01/2021,7,29,0
307,15/01/2021,2,12,0
308,16/01/2021,1,12,0
309,17/01/2021,7,9,0
310,18/01/2021,1,11,0
311,19/01/2021,5,6,1
312,20/01/2021,6,9,0
313,21/01/2021,5,8,0
314,22/01/2021,0,5,0
315,23/01/2021,2,8,0
316,24/01/2021,12,9,0
317,25/01/2021,0,11,0
318,26/01/2021,1,4,0
319,27/01/2021,0,3,0
320,28/01/2021,17,2,0
321,29/01/2021,9,4,0
322,30/01/2021,5,2,1
323,31/01/2021,1,4,0
324,01/02/2021,4,3,0
325,02/02/2021,2,4,0
326,03/02/2021,9,5,0
327,04/02/2021,5,3,0
328,05/02/2021,3,3,0
329,06/02/2021,1,1,0
330,07/02/2021,3,3,0
331,08/02/2021,6,7,0
332,09/02/2021,5,17,0
333,10/02/2021,4,3,0
334,11/02/2021,0,8,0
335,12/02/2021,1,3,0
336,13/02/2021,2,3,0
337,14/02/2021,2,6,0
338,15/02/2021,6,3,0
339,16/02/2021,6,6,0
340,17/02/2021,3,3,0
341,18/02/2021,1,1,0
342,19/02/2021,2,9,0
343,20/02/2021,1,2,0
344,21/02/2021,0,1,0
345,22/02/2021,1,3,0
346,23/02/2021,9,1,0
347,24/02/2021,11,3,0
348,25/02/2021,7,4,0
349,26/02/2021,2,4,0
350,27/02/2021,2,2,0
351,28/02/2021,0,1,0
352,01/03/2021,1,8,0
353,02/03/2021,0,2,0
354,03/03/2021,2,4,0
355,04/03/2021,3,2,0
356,05/03/2021,2,3,0
357,06/03/2021,4,2,0
358,07/03/2021,1,1,0
359,08/03/2021,2,2,0
360,09/03/2021,2,3,0
361,10/03/2021,3,7,0
362,11/03/2021,2,0,0
363,12/03/2021,6,17,0
364,13/03/2021,1,0,0
365,14/03/2021,0,0,0
366,15/03/2021,5,2,0
367,16/03/2021,11,2,0
368,17/03/2021,2,1,0
369,18/03/2021,11,4,0
370,19/03/2021,5,3,0
371,20/03/2021,25,5,0
372,21/03/2021,2,1,0
373,22/03/2021,12,3,0
374,23/03/2021,9,2,0
375,24/03/2021,13,2,0
376,25/03/2021,6,2,0
377,26/03/2021,17,11,0
378,27/03/2021,9,3,0
379,28/03/2021,0,9,0
380,29/03/2021,33,6,0
381,30/03/2021,112,25,0
382,31/03/2021,38,4,0
383,01/04/2021,18,7,0
384,02/04/2021,14,3,0
385,03/04/2021,37,9,0
386,04/04/2021,29,12,0
387,05/04/2021,48,8,0
388,06/04/2021,50,14,0
389,07/04/2021,59,12,0
390,08/04/2021,91,32,0
391,09/04/2021,116,64,0
392,10/04/2021,146,91,1
393,11/04/2021,15,14,0
394,12/04/2021,125,16,0
